template_id,category,question_template
680,combinatorial_templates,Compute avg runs/ball by over where commentary contains '{term}' and sort highest first.
681,combinatorial_templates,Compute dot balls by batsman vs bowler where batsman is {batsman} and sort lowest first.
682,combinatorial_templates,Compute fours by batsman and over where commentary contains '{term}' and sort lowest first.
683,combinatorial_templates,Compute max ball runs by bowler and over in the final {window_overs} overs and sort highest first.
684,combinatorial_templates,Compute dot balls by over where bowler is {bowler} and sort lowest first.
685,combinatorial_templates,Compute dot balls by batsman and over where batsman is {batsman} and sort highest first.
686,combinatorial_templates,Compute boundary balls by over on non-boundary scoring balls and sort lowest first.
687,combinatorial_templates,Compute implied extras by batsman vs bowler where batsman is {batsman} and sort highest first.
688,combinatorial_templates,Compute boundary balls by batsman vs bowler on dot balls only and sort highest first.
689,combinatorial_templates,Compute bat runs by bowler and over where commentary contains '{term}' and sort highest first.
690,combinatorial_templates,Compute sixes by batsman vs bowler where implied extras > 0 and sort highest first.
691,combinatorial_templates,Compute max ball runs by batsman vs bowler in the final {window_overs} overs and sort lowest first.
692,combinatorial_templates,Compute boundary balls by bowler and over where commentary contains '{term}' and sort lowest first.
693,combinatorial_templates,Compute implied extras by bowler where batsman is {batsman} and sort highest first.
694,combinatorial_templates,Compute max bat runs by batsman and over where implied extras > 0 and sort highest first.
695,combinatorial_templates,Compute boundary balls by over where implied extras > 0 and sort lowest first.
696,combinatorial_templates,Compute avg runs/ball by over where implied extras > 0 and sort lowest first.
697,combinatorial_templates,Compute avg bat runs/ball by bowler where bowler is {bowler} and sort lowest first.
698,combinatorial_templates,Compute dot balls by bowler in overs {over_start}-{over_end} and sort highest first.
699,combinatorial_templates,Compute sixes by batsman vs bowler on dot balls only and sort highest first.
700,combinatorial_templates,Compute total runs by batsman and over on boundary balls only and sort highest first.
701,combinatorial_templates,Compute avg bat runs/ball by batsman on non-boundary scoring balls and sort highest first.
702,combinatorial_templates,Compute total runs by bowler and over where bowler is {bowler} and sort highest first.
703,combinatorial_templates,Compute max bat runs by bowler and over where bowler is {bowler} and sort highest first.
704,combinatorial_templates,Compute total runs by batsman on boundary balls only and sort highest first.
705,combinatorial_templates,Compute max ball runs by bowler where commentary contains '{term}' and sort lowest first.
706,combinatorial_templates,Compute avg runs/ball by bowler and over where implied extras > 0 and sort highest first.
707,combinatorial_templates,Compute bat runs by bowler in overs {over_start}-{over_end} and sort highest first.
708,combinatorial_templates,Compute max bat runs by batsman and over on boundary balls only and sort highest first.
709,combinatorial_templates,Compute max bat runs by bowler in the final {window_overs} overs and sort highest first.
710,combinatorial_templates,Compute dot balls by batsman and over where commentary contains '{term}' and sort highest first.
711,combinatorial_templates,Compute fours by bowler in overs {over_start}-{over_end} and sort lowest first.
712,combinatorial_templates,Compute max bat runs by over on boundary balls only and sort lowest first.
713,combinatorial_templates,Compute max ball runs by bowler and over where batsman is {batsman} and sort highest first.
714,combinatorial_templates,Compute avg bat runs/ball by batsman in the final {window_overs} overs and sort lowest first.
715,combinatorial_templates,Compute avg runs/ball by bowler and over where commentary contains '{term}' and sort highest first.
716,combinatorial_templates,Compute max ball runs by bowler and over where bowler is {bowler} and sort lowest first.
717,combinatorial_templates,Compute sixes by bowler and over on boundary balls only and sort highest first.
718,combinatorial_templates,Compute total runs by over where implied extras > 0 and sort lowest first.
719,combinatorial_templates,Compute total runs by bowler in overs {over_start}-{over_end} and sort lowest first.
720,combinatorial_templates,Compute avg runs/ball by over on non-boundary scoring balls and sort highest first.
721,combinatorial_templates,Compute avg bat runs/ball by bowler where batsman is {batsman} and sort highest first.
722,combinatorial_templates,Compute implied extras by over where bowler is {bowler} and sort highest first.
723,combinatorial_templates,Compute dot balls by batsman vs bowler where implied extras > 0 and sort lowest first.
724,combinatorial_templates,Compute implied extras by batsman and over on non-boundary scoring balls and sort highest first.
725,combinatorial_templates,Compute fours by batsman vs bowler on boundary balls only and sort lowest first.
726,combinatorial_templates,Compute dot balls by bowler in the final {window_overs} overs and sort lowest first.
727,combinatorial_templates,Compute sixes by bowler where bowler is {bowler} and sort highest first.
728,combinatorial_templates,Compute avg bat runs/ball by batsman and over in overs {over_start}-{over_end} and sort highest first.
729,combinatorial_templates,Compute implied extras by batsman in overs {over_start}-{over_end} and sort highest first.
730,combinatorial_templates,Compute dot balls by batsman on boundary balls only and sort lowest first.
731,combinatorial_templates,Compute sixes by batsman where implied extras > 0 and sort lowest first.
732,combinatorial_templates,Compute implied extras by over on non-boundary scoring balls and sort highest first.
733,combinatorial_templates,Compute max bat runs by bowler and over on dot balls only and sort lowest first.
734,combinatorial_templates,Compute max bat runs by batsman where bowler is {bowler} and sort lowest first.
735,combinatorial_templates,Compute boundary balls by over where batsman is {batsman} and sort highest first.
736,combinatorial_templates,Compute bat runs by bowler on dot balls only and sort highest first.
737,combinatorial_templates,Compute boundary balls by batsman where bowler is {bowler} and sort highest first.
738,combinatorial_templates,Compute total runs by bowler and over on dot balls only and sort lowest first.
739,combinatorial_templates,Compute boundary balls by batsman vs bowler on non-boundary scoring balls and sort lowest first.
740,combinatorial_templates,Compute dot balls by bowler and over where bowler is {bowler} and sort lowest first.
741,combinatorial_templates,Compute total runs by bowler where commentary contains '{term}' and sort lowest first.
742,combinatorial_templates,Compute sixes by bowler in the final {window_overs} overs and sort highest first.
743,combinatorial_templates,Compute max ball runs by batsman where bowler is {bowler} and sort highest first.
744,combinatorial_templates,Compute bat runs by batsman and over where bowler is {bowler} and sort lowest first.
745,combinatorial_templates,Compute dot balls by batsman vs bowler in overs {over_start}-{over_end} and sort highest first.
746,combinatorial_templates,Compute dot balls by bowler in the final {window_overs} overs and sort highest first.
747,combinatorial_templates,Compute fours by bowler in the final {window_overs} overs and sort highest first.
748,combinatorial_templates,Compute total runs by bowler on boundary balls only and sort lowest first.
749,combinatorial_templates,Compute avg bat runs/ball by batsman and over on non-boundary scoring balls and sort highest first.
750,combinatorial_templates,Compute sixes by over where bowler is {bowler} and sort highest first.
751,combinatorial_templates,Compute implied extras by batsman and over where commentary contains '{term}' and sort lowest first.
752,combinatorial_templates,Compute fours by bowler and over in the final {window_overs} overs and sort highest first.
753,combinatorial_templates,Compute boundary balls by batsman and over on dot balls only and sort lowest first.
754,combinatorial_templates,Compute max ball runs by over on boundary balls only and sort highest first.
755,combinatorial_templates,Compute avg runs/ball by batsman vs bowler where commentary contains '{term}' and sort lowest first.
756,combinatorial_templates,Compute avg bat runs/ball by batsman where bowler is {bowler} and sort highest first.
757,combinatorial_templates,Compute avg bat runs/ball by batsman and over where batsman is {batsman} and sort highest first.
758,combinatorial_templates,Compute implied extras by bowler and over where implied extras > 0 and sort lowest first.
759,combinatorial_templates,Compute dot balls by over in overs {over_start}-{over_end} and sort highest first.
760,combinatorial_templates,Compute max ball runs by batsman vs bowler where batsman is {batsman} and sort lowest first.
761,combinatorial_templates,Compute avg bat runs/ball by bowler on dot balls only and sort highest first.
762,combinatorial_templates,Compute dot balls by batsman and over on boundary balls only and sort lowest first.
763,combinatorial_templates,Compute total runs by bowler in the final {window_overs} overs and sort highest first.
764,combinatorial_templates,Compute dot balls by bowler and over in the final {window_overs} overs and sort highest first.
765,combinatorial_templates,Compute sixes by bowler in overs {over_start}-{over_end} and sort highest first.
766,combinatorial_templates,Compute bat runs by batsman vs bowler on dot balls only and sort lowest first.
767,combinatorial_templates,Compute total runs by batsman and over where commentary contains '{term}' and sort lowest first.
768,combinatorial_templates,Compute dot balls by batsman vs bowler on boundary balls only and sort lowest first.
769,combinatorial_templates,Compute boundary balls by over where commentary contains '{term}' and sort lowest first.
770,combinatorial_templates,Compute avg bat runs/ball by over in overs {over_start}-{over_end} and sort lowest first.
771,combinatorial_templates,Compute sixes by bowler on non-boundary scoring balls and sort lowest first.
772,combinatorial_templates,Compute dot balls by batsman vs bowler in the final {window_overs} overs and sort lowest first.
773,combinatorial_templates,Compute fours by bowler and over where implied extras > 0 and sort highest first.
774,combinatorial_templates,Compute max bat runs by bowler on dot balls only and sort highest first.
775,combinatorial_templates,Compute max ball runs by bowler and over where commentary contains '{term}' and sort lowest first.
776,combinatorial_templates,Compute bat runs by over on dot balls only and sort highest first.
777,combinatorial_templates,Compute dot balls by batsman and over on non-boundary scoring balls and sort highest first.
778,combinatorial_templates,Compute implied extras by bowler in the final {window_overs} overs and sort highest first.
779,combinatorial_templates,Compute bat runs by over on boundary balls only and sort highest first.
780,combinatorial_templates,Compute max ball runs by batsman and over where implied extras > 0 and sort highest first.
781,combinatorial_templates,Compute avg bat runs/ball by bowler where batsman is {batsman} and sort lowest first.
782,combinatorial_templates,Compute avg bat runs/ball by bowler and over where batsman is {batsman} and sort lowest first.
783,combinatorial_templates,Compute max bat runs by batsman in the final {window_overs} overs and sort lowest first.
784,combinatorial_templates,Compute fours by batsman vs bowler where commentary contains '{term}' and sort lowest first.
785,combinatorial_templates,Compute max bat runs by bowler in the final {window_overs} overs and sort lowest first.
786,combinatorial_templates,Compute fours by batsman vs bowler where bowler is {bowler} and sort lowest first.
787,combinatorial_templates,Compute avg bat runs/ball by over where implied extras > 0 and sort lowest first.
788,combinatorial_templates,Compute total runs by bowler and over where bowler is {bowler} and sort lowest first.
789,combinatorial_templates,Compute boundary balls by bowler in overs {over_start}-{over_end} and sort highest first.
790,combinatorial_templates,Compute implied extras by batsman and over on boundary balls only and sort lowest first.
791,combinatorial_templates,Compute max bat runs by bowler and over on non-boundary scoring balls and sort lowest first.
792,combinatorial_templates,Compute boundary balls by batsman and over on boundary balls only and sort highest first.
793,combinatorial_templates,Compute boundary balls by batsman vs bowler on boundary balls only and sort lowest first.
794,combinatorial_templates,Compute avg runs/ball by over in overs {over_start}-{over_end} and sort lowest first.
795,combinatorial_templates,Compute implied extras by over in overs {over_start}-{over_end} and sort lowest first.
796,combinatorial_templates,Compute implied extras by over on dot balls only and sort lowest first.
797,combinatorial_templates,Compute max ball runs by batsman and over in overs {over_start}-{over_end} and sort highest first.
798,combinatorial_templates,Compute max ball runs by bowler and over where batsman is {batsman} and sort lowest first.
799,combinatorial_templates,Compute bat runs by batsman and over in overs {over_start}-{over_end} and sort highest first.
800,combinatorial_templates,Compute boundary balls by bowler where bowler is {bowler} and sort highest first.
801,combinatorial_templates,Compute sixes by batsman on boundary balls only and sort lowest first.
802,combinatorial_templates,Compute boundary balls by batsman where batsman is {batsman} and sort highest first.
803,combinatorial_templates,Compute boundary balls by bowler and over on dot balls only and sort highest first.
804,combinatorial_templates,Compute avg bat runs/ball by bowler and over on dot balls only and sort lowest first.
805,combinatorial_templates,Compute dot balls by batsman in overs {over_start}-{over_end} and sort highest first.
806,combinatorial_templates,Compute fours by bowler on non-boundary scoring balls and sort highest first.
807,combinatorial_templates,Compute avg bat runs/ball by bowler where commentary contains '{term}' and sort lowest first.
808,combinatorial_templates,Compute max ball runs by bowler and over where implied extras > 0 and sort lowest first.
809,combinatorial_templates,Compute bat runs by bowler on boundary balls only and sort highest first.
810,combinatorial_templates,Compute boundary balls by bowler where implied extras > 0 and sort lowest first.
811,combinatorial_templates,Compute bat runs by batsman where implied extras > 0 and sort highest first.
812,combinatorial_templates,Compute max bat runs by over on boundary balls only and sort highest first.
813,combinatorial_templates,Compute fours by bowler on dot balls only and sort highest first.
814,combinatorial_templates,Compute avg bat runs/ball by bowler on non-boundary scoring balls and sort highest first.
815,combinatorial_templates,Compute boundary balls by over where bowler is {bowler} and sort lowest first.
816,combinatorial_templates,Compute boundary balls by batsman vs bowler where commentary contains '{term}' and sort highest first.
817,combinatorial_templates,Compute bat runs by bowler and over in overs {over_start}-{over_end} and sort highest first.
818,combinatorial_templates,Compute max bat runs by batsman where batsman is {batsman} and sort lowest first.
819,combinatorial_templates,Compute max bat runs by bowler where batsman is {batsman} and sort lowest first.
820,combinatorial_templates,Compute avg runs/ball by batsman and over where batsman is {batsman} and sort highest first.
821,combinatorial_templates,Compute total runs by batsman where batsman is {batsman} and sort lowest first.
822,combinatorial_templates,Compute avg runs/ball by batsman on dot balls only and sort highest first.
823,combinatorial_templates,Compute implied extras by bowler on non-boundary scoring balls and sort lowest first.
824,combinatorial_templates,Compute sixes by batsman and over on dot balls only and sort lowest first.
825,combinatorial_templates,Compute boundary balls by bowler and over in the final {window_overs} overs and sort highest first.
826,combinatorial_templates,Compute max bat runs by batsman and over where batsman is {batsman} and sort lowest first.
827,combinatorial_templates,Compute bat runs by batsman vs bowler in overs {over_start}-{over_end} and sort lowest first.
828,combinatorial_templates,Compute fours by over on dot balls only and sort lowest first.
829,combinatorial_templates,Compute dot balls by batsman vs bowler on boundary balls only and sort highest first.
830,combinatorial_templates,Compute max bat runs by batsman and over in the final {window_overs} overs and sort highest first.
831,combinatorial_templates,Compute avg runs/ball by batsman vs bowler in the final {window_overs} overs and sort lowest first.
832,combinatorial_templates,Compute fours by bowler and over on dot balls only and sort lowest first.
833,combinatorial_templates,Compute boundary balls by batsman and over in overs {over_start}-{over_end} and sort highest first.
834,combinatorial_templates,Compute avg runs/ball by bowler and over where bowler is {bowler} and sort lowest first.
835,combinatorial_templates,Compute total runs by over on boundary balls only and sort lowest first.
836,combinatorial_templates,Compute max ball runs by batsman where batsman is {batsman} and sort highest first.
837,combinatorial_templates,Compute bat runs by over where bowler is {bowler} and sort highest first.
838,combinatorial_templates,Compute bat runs by batsman vs bowler where batsman is {batsman} and sort lowest first.
839,combinatorial_templates,Compute implied extras by batsman on non-boundary scoring balls and sort highest first.
840,combinatorial_templates,Compute implied extras by batsman vs bowler on boundary balls only and sort lowest first.
841,combinatorial_templates,Compute max ball runs by over in overs {over_start}-{over_end} and sort highest first.
842,combinatorial_templates,Compute avg bat runs/ball by bowler and over in the final {window_overs} overs and sort highest first.
843,combinatorial_templates,Compute dot balls by bowler in overs {over_start}-{over_end} and sort lowest first.
844,combinatorial_templates,Compute avg bat runs/ball by batsman where commentary contains '{term}' and sort highest first.
845,combinatorial_templates,Compute boundary balls by batsman vs bowler where batsman is {batsman} and sort lowest first.
846,combinatorial_templates,Compute implied extras by bowler and over in the final {window_overs} overs and sort highest first.
847,combinatorial_templates,Compute total runs by bowler and over on non-boundary scoring balls and sort highest first.
848,combinatorial_templates,Compute bat runs by batsman and over on boundary balls only and sort lowest first.
849,combinatorial_templates,Compute max ball runs by batsman where implied extras > 0 and sort lowest first.
850,combinatorial_templates,Compute sixes by over on dot balls only and sort lowest first.
851,combinatorial_templates,Compute avg runs/ball by bowler and over on dot balls only and sort lowest first.
852,combinatorial_templates,Compute avg runs/ball by over in the final {window_overs} overs and sort lowest first.
853,combinatorial_templates,Compute avg runs/ball by bowler where commentary contains '{term}' and sort lowest first.
854,combinatorial_templates,Compute max bat runs by over where implied extras > 0 and sort lowest first.
855,combinatorial_templates,Compute dot balls by batsman where batsman is {batsman} and sort lowest first.
856,combinatorial_templates,Compute fours by bowler and over where commentary contains '{term}' and sort lowest first.
857,combinatorial_templates,Compute max bat runs by batsman where commentary contains '{term}' and sort lowest first.
858,combinatorial_templates,Compute avg runs/ball by batsman on boundary balls only and sort lowest first.
859,combinatorial_templates,Compute avg runs/ball by batsman and over in the final {window_overs} overs and sort lowest first.
860,combinatorial_templates,Compute implied extras by bowler and over where batsman is {batsman} and sort lowest first.
861,combinatorial_templates,Compute implied extras by batsman vs bowler where batsman is {batsman} and sort lowest first.
862,combinatorial_templates,Compute total runs by batsman in overs {over_start}-{over_end} and sort highest first.
863,combinatorial_templates,Compute fours by bowler in the final {window_overs} overs and sort lowest first.
864,combinatorial_templates,Compute dot balls by batsman vs bowler in overs {over_start}-{over_end} and sort lowest first.
865,combinatorial_templates,Compute implied extras by batsman vs bowler in the final {window_overs} overs and sort highest first.
866,combinatorial_templates,Compute fours by over where bowler is {bowler} and sort highest first.
867,combinatorial_templates,Compute fours by batsman vs bowler in overs {over_start}-{over_end} and sort highest first.
868,combinatorial_templates,Compute max bat runs by batsman vs bowler where commentary contains '{term}' and sort lowest first.
869,combinatorial_templates,Compute max bat runs by batsman where commentary contains '{term}' and sort highest first.
870,combinatorial_templates,Compute dot balls by batsman vs bowler where implied extras > 0 and sort highest first.
871,combinatorial_templates,Compute avg bat runs/ball by batsman vs bowler where commentary contains '{term}' and sort highest first.
872,combinatorial_templates,Compute avg runs/ball by batsman on boundary balls only and sort highest first.
873,combinatorial_templates,Compute max bat runs by bowler on boundary balls only and sort highest first.
874,combinatorial_templates,Compute implied extras by bowler and over on non-boundary scoring balls and sort highest first.
875,combinatorial_templates,Compute avg bat runs/ball by batsman vs bowler on non-boundary scoring balls and sort lowest first.
876,combinatorial_templates,Compute max bat runs by over in the final {window_overs} overs and sort highest first.
877,combinatorial_templates,Compute dot balls by batsman vs bowler where batsman is {batsman} and sort highest first.
878,combinatorial_templates,Compute implied extras by batsman vs bowler on boundary balls only and sort highest first.
879,combinatorial_templates,Compute boundary balls by bowler and over on non-boundary scoring balls and sort lowest first.
880,combinatorial_templates,Compute avg runs/ball by batsman vs bowler where bowler is {bowler} and sort lowest first.
881,combinatorial_templates,Compute bat runs by bowler in overs {over_start}-{over_end} and sort lowest first.
882,combinatorial_templates,Compute sixes by over where implied extras > 0 and sort highest first.
883,combinatorial_templates,Compute max ball runs by batsman and over where bowler is {bowler} and sort lowest first.
884,combinatorial_templates,Compute max ball runs by bowler where implied extras > 0 and sort lowest first.
885,combinatorial_templates,Compute sixes by bowler on non-boundary scoring balls and sort highest first.
886,combinatorial_templates,Compute avg runs/ball by bowler and over in overs {over_start}-{over_end} and sort lowest first.
887,combinatorial_templates,Compute max ball runs by batsman on boundary balls only and sort highest first.
888,combinatorial_templates,Compute dot balls by over on dot balls only and sort highest first.
889,combinatorial_templates,Compute bat runs by batsman vs bowler in the final {window_overs} overs and sort lowest first.
890,combinatorial_templates,Compute sixes by over in the final {window_overs} overs and sort highest first.
891,combinatorial_templates,Compute fours by batsman on boundary balls only and sort lowest first.
892,combinatorial_templates,Compute boundary balls by batsman vs bowler on boundary balls only and sort highest first.
893,combinatorial_templates,Compute max ball runs by bowler and over on boundary balls only and sort lowest first.
894,combinatorial_templates,Compute sixes by over on non-boundary scoring balls and sort lowest first.
895,combinatorial_templates,Compute avg runs/ball by over in overs {over_start}-{over_end} and sort highest first.
896,combinatorial_templates,Compute implied extras by over where commentary contains '{term}' and sort highest first.
897,combinatorial_templates,Compute avg bat runs/ball by over where bowler is {bowler} and sort lowest first.
898,combinatorial_templates,Compute max ball runs by bowler in the final {window_overs} overs and sort lowest first.
899,combinatorial_templates,Compute dot balls by batsman and over where implied extras > 0 and sort highest first.
900,combinatorial_templates,Compute sixes by batsman and over where commentary contains '{term}' and sort highest first.
901,combinatorial_templates,Compute boundary balls by batsman vs bowler in overs {over_start}-{over_end} and sort lowest first.
902,combinatorial_templates,Compute fours by bowler and over where commentary contains '{term}' and sort highest first.
903,combinatorial_templates,Compute boundary balls by batsman on non-boundary scoring balls and sort highest first.
904,combinatorial_templates,Compute avg runs/ball by batsman vs bowler on non-boundary scoring balls and sort highest first.
905,combinatorial_templates,Compute dot balls by bowler on boundary balls only and sort lowest first.
906,combinatorial_templates,Compute boundary balls by batsman on dot balls only and sort highest first.
907,combinatorial_templates,Compute fours by batsman and over where implied extras > 0 and sort highest first.
908,combinatorial_templates,Compute avg bat runs/ball by batsman vs bowler on boundary balls only and sort highest first.
909,combinatorial_templates,Compute avg bat runs/ball by over on boundary balls only and sort highest first.
910,combinatorial_templates,Compute avg runs/ball by bowler and over on boundary balls only and sort lowest first.
911,combinatorial_templates,Compute fours by batsman and over in overs {over_start}-{over_end} and sort highest first.
912,combinatorial_templates,Compute bat runs by bowler and over in the final {window_overs} overs and sort highest first.
913,combinatorial_templates,Compute max bat runs by batsman in the final {window_overs} overs and sort highest first.
914,combinatorial_templates,Compute avg runs/ball by batsman and over where batsman is {batsman} and sort lowest first.
915,combinatorial_templates,Compute total runs by bowler on boundary balls only and sort highest first.
916,combinatorial_templates,Compute dot balls by batsman on non-boundary scoring balls and sort lowest first.
917,combinatorial_templates,Compute avg bat runs/ball by batsman vs bowler where bowler is {bowler} and sort highest first.
918,combinatorial_templates,Compute sixes by over on boundary balls only and sort lowest first.
919,combinatorial_templates,Compute dot balls by bowler and over on dot balls only and sort lowest first.
920,combinatorial_templates,Compute boundary balls by bowler and over where implied extras > 0 and sort lowest first.
921,combinatorial_templates,Compute sixes by batsman where commentary contains '{term}' and sort highest first.
922,combinatorial_templates,Compute dot balls by bowler where implied extras > 0 and sort lowest first.
923,combinatorial_templates,Compute sixes by bowler and over in overs {over_start}-{over_end} and sort lowest first.
924,combinatorial_templates,Compute total runs by batsman and over where implied extras > 0 and sort lowest first.
925,combinatorial_templates,Compute avg bat runs/ball by batsman vs bowler in overs {over_start}-{over_end} and sort lowest first.
926,combinatorial_templates,Compute dot balls by batsman on dot balls only and sort highest first.
927,combinatorial_templates,Compute dot balls by bowler and over on dot balls only and sort highest first.
928,combinatorial_templates,Compute bat runs by bowler and over where implied extras > 0 and sort lowest first.
929,combinatorial_templates,Compute sixes by bowler where commentary contains '{term}' and sort lowest first.
930,combinatorial_templates,Compute total runs by bowler where bowler is {bowler} and sort highest first.
931,combinatorial_templates,Compute max ball runs by batsman vs bowler on boundary balls only and sort highest first.
932,combinatorial_templates,Compute implied extras by batsman where implied extras > 0 and sort lowest first.
933,combinatorial_templates,Compute implied extras by batsman vs bowler where bowler is {bowler} and sort highest first.
934,combinatorial_templates,Compute dot balls by bowler where implied extras > 0 and sort highest first.
935,combinatorial_templates,Compute boundary balls by over in the final {window_overs} overs and sort lowest first.
936,combinatorial_templates,Compute bat runs by batsman vs bowler where bowler is {bowler} and sort highest first.
937,combinatorial_templates,Compute implied extras by batsman on boundary balls only and sort lowest first.
938,combinatorial_templates,Compute boundary balls by over on dot balls only and sort lowest first.
939,combinatorial_templates,Compute max ball runs by bowler and over where commentary contains '{term}' and sort highest first.
940,combinatorial_templates,Compute dot balls by batsman and over on dot balls only and sort lowest first.
941,combinatorial_templates,Compute bat runs by batsman in the final {window_overs} overs and sort highest first.
942,combinatorial_templates,Compute sixes by batsman and over where implied extras > 0 and sort highest first.
943,combinatorial_templates,Compute max bat runs by batsman and over in overs {over_start}-{over_end} and sort highest first.
944,combinatorial_templates,Compute implied extras by batsman and over in the final {window_overs} overs and sort lowest first.
945,combinatorial_templates,Compute avg bat runs/ball by batsman vs bowler where commentary contains '{term}' and sort lowest first.
946,combinatorial_templates,Compute avg runs/ball by batsman vs bowler where implied extras > 0 and sort highest first.
947,combinatorial_templates,Compute dot balls by batsman vs bowler where bowler is {bowler} and sort lowest first.
948,combinatorial_templates,Compute dot balls by batsman where implied extras > 0 and sort highest first.
949,combinatorial_templates,Compute bat runs by bowler and over in the final {window_overs} overs and sort lowest first.
950,combinatorial_templates,Compute total runs by bowler where bowler is {bowler} and sort lowest first.
951,combinatorial_templates,Compute dot balls by batsman vs bowler where commentary contains '{term}' and sort highest first.
952,combinatorial_templates,Compute bat runs by bowler and over in overs {over_start}-{over_end} and sort lowest first.
953,combinatorial_templates,Compute bat runs by batsman and over where batsman is {batsman} and sort highest first.
954,combinatorial_templates,Compute avg bat runs/ball by batsman and over where implied extras > 0 and sort lowest first.
955,combinatorial_templates,Compute avg bat runs/ball by over where commentary contains '{term}' and sort highest first.
956,combinatorial_templates,Compute fours by batsman vs bowler where batsman is {batsman} and sort lowest first.
957,combinatorial_templates,Compute avg bat runs/ball by batsman and over on non-boundary scoring balls and sort lowest first.
958,combinatorial_templates,Compute fours by bowler on non-boundary scoring balls and sort lowest first.
959,combinatorial_templates,Compute max ball runs by batsman where commentary contains '{term}' and sort lowest first.
960,combinatorial_templates,Compute total runs by batsman vs bowler on non-boundary scoring balls and sort lowest first.
961,combinatorial_templates,Compute sixes by bowler where implied extras > 0 and sort highest first.
962,combinatorial_templates,Compute avg bat runs/ball by bowler and over where implied extras > 0 and sort lowest first.
963,combinatorial_templates,Compute sixes by over on non-boundary scoring balls and sort highest first.
964,combinatorial_templates,Compute avg runs/ball by over on non-boundary scoring balls and sort lowest first.
965,combinatorial_templates,Compute dot balls by over where bowler is {bowler} and sort highest first.
966,combinatorial_templates,Compute avg bat runs/ball by bowler on boundary balls only and sort highest first.
967,combinatorial_templates,Compute dot balls by over on dot balls only and sort lowest first.
968,combinatorial_templates,Compute implied extras by batsman vs bowler where commentary contains '{term}' and sort lowest first.
969,combinatorial_templates,Compute total runs by over where bowler is {bowler} and sort highest first.
970,combinatorial_templates,Compute max bat runs by batsman in overs {over_start}-{over_end} and sort lowest first.
971,combinatorial_templates,Compute max bat runs by bowler and over where batsman is {batsman} and sort lowest first.
972,combinatorial_templates,Compute bat runs by over where bowler is {bowler} and sort lowest first.
973,combinatorial_templates,Compute fours by bowler where bowler is {bowler} and sort lowest first.
974,combinatorial_templates,Compute fours by batsman and over in the final {window_overs} overs and sort highest first.
975,combinatorial_templates,Compute avg runs/ball by bowler and over where bowler is {bowler} and sort highest first.
976,combinatorial_templates,Compute total runs by over in overs {over_start}-{over_end} and sort highest first.
977,combinatorial_templates,Compute fours by bowler in overs {over_start}-{over_end} and sort highest first.
978,combinatorial_templates,Compute bat runs by over where commentary contains '{term}' and sort highest first.
979,combinatorial_templates,Compute sixes by batsman and over where batsman is {batsman} and sort lowest first.
980,combinatorial_templates,Compute avg bat runs/ball by bowler and over on non-boundary scoring balls and sort highest first.
981,combinatorial_templates,Compute max bat runs by bowler on non-boundary scoring balls and sort highest first.
982,combinatorial_templates,Compute avg runs/ball by batsman vs bowler in the final {window_overs} overs and sort highest first.
983,combinatorial_templates,Compute fours by bowler where implied extras > 0 and sort highest first.
984,combinatorial_templates,Compute boundary balls by batsman where batsman is {batsman} and sort lowest first.
985,combinatorial_templates,Compute sixes by bowler and over in the final {window_overs} overs and sort highest first.
986,combinatorial_templates,Compute fours by bowler where bowler is {bowler} and sort highest first.
987,combinatorial_templates,Compute boundary balls by bowler in the final {window_overs} overs and sort highest first.
988,combinatorial_templates,Compute avg runs/ball by batsman in the final {window_overs} overs and sort lowest first.
989,combinatorial_templates,Compute bat runs by batsman and over in the final {window_overs} overs and sort lowest first.
990,combinatorial_templates,Compute implied extras by over where implied extras > 0 and sort highest first.
991,combinatorial_templates,Compute sixes by batsman where batsman is {batsman} and sort highest first.
992,combinatorial_templates,Compute bat runs by bowler where bowler is {bowler} and sort lowest first.
993,combinatorial_templates,Compute avg runs/ball by bowler on non-boundary scoring balls and sort lowest first.
994,combinatorial_templates,Compute dot balls by batsman where implied extras > 0 and sort lowest first.
995,combinatorial_templates,Compute total runs by batsman in the final {window_overs} overs and sort lowest first.
996,combinatorial_templates,Compute total runs by over where commentary contains '{term}' and sort lowest first.
997,combinatorial_templates,Compute max bat runs by batsman on boundary balls only and sort highest first.
998,combinatorial_templates,Compute avg bat runs/ball by over where implied extras > 0 and sort highest first.
999,combinatorial_templates,Compute avg bat runs/ball by over on dot balls only and sort lowest first.
1000,combinatorial_templates,Compute total runs by batsman vs bowler where batsman is {batsman} and sort highest first.
